date,T (degC)
2020-02-26 03:20:00,1.98
2020-02-26 03:30:00,1.96
2020-02-26 03:40:00,1.9
2020-02-26 03:50:00,1.83
2020-02-26 04:00:00,1.69
2020-02-26 04:10:00,1.47
2020-02-26 04:20:00,1.51
2020-02-26 04:30:00,1.58
2020-02-26 04:40:00,1.63
2020-02-26 04:50:00,1.81
2020-02-26 05:00:00,1.84
2020-02-26 05:10:00,2.02
2020-02-26 05:20:00,2.23
2020-02-26 05:30:00,2.1
2020-02-26 05:40:00,2.06
2020-02-26 05:50:00,2.31
2020-02-26 06:00:00,2.48
2020-02-26 06:10:00,2.59
2020-02-26 06:20:00,2.63
2020-02-26 06:30:00,2.19
2020-02-26 06:40:00,1.57
2020-02-26 06:50:00,1.21
2020-02-26 07:00:00,1.13
2020-02-26 07:10:00,1.14
2020-02-26 07:20:00,1.17
2020-02-26 07:30:00,1.21
2020-02-26 07:40:00,1.29
2020-02-26 07:50:00,1.48
2020-02-26 08:00:00,1.59
2020-02-26 08:10:00,1.56
2020-02-26 08:20:00,1.6
2020-02-26 08:30:00,1.75
2020-02-26 08:40:00,1.9
2020-02-26 08:50:00,2.01
2020-02-26 09:00:00,2.2
2020-02-26 09:10:00,2.42
2020-02-26 09:20:00,2.64
2020-02-26 09:30:00,2.7
2020-02-26 09:40:00,2.79
2020-02-26 09:50:00,2.93
2020-02-26 10:00:00,3.14
2020-02-26 10:10:00,3.35
2020-02-26 10:20:00,3.24
2020-02-26 10:30:00,3.01
2020-02-26 10:40:00,2.57
2020-02-26 10:50:00,1.94
2020-02-26 11:00:00,1.57
2020-02-26 11:10:00,1.41
2020-02-26 11:20:00,1.43
2020-02-26 11:30:00,1.41
2020-02-26 11:40:00,1.47
2020-02-26 11:50:00,1.56
2020-02-26 12:00:00,1.6
2020-02-26 12:10:00,1.61
2020-02-26 12:20:00,1.8
2020-02-26 12:30:00,2.06
2020-02-26 12:40:00,2.3
2020-02-26 12:50:00,2.25
2020-02-26 13:00:00,2.2
2020-02-26 13:10:00,2.37
2020-02-26 13:20:00,2.67
2020-02-26 13:30:00,3.01
2020-02-26 13:40:00,3.18
2020-02-26 13:50:00,3.16
2020-02-26 14:00:00,3.09
2020-02-26 14:10:00,2.93
2020-02-26 14:20:00,2.92
2020-02-26 14:30:00,3.43
2020-02-26 14:40:00,3.37
2020-02-26 14:50:00,2.91
2020-02-26 15:00:00,2.61
2020-02-26 15:10:00,2.4
2020-02-26 15:20:00,2.37
2020-02-26 15:30:00,2.6
2020-02-26 15:40:00,3.0
2020-02-26 15:50:00,3.58
2020-02-26 16:00:00,3.5
2020-02-26 16:10:00,3.42
2020-02-26 16:20:00,3.32
2020-02-26 16:30:00,3.11
2020-02-26 16:40:00,2.99
2020-02-26 16:50:00,2.94
2020-02-26 17:00:00,3.0
2020-02-26 17:10:00,2.98
2020-02-26 17:20:00,2.92
2020-02-26 17:30:00,2.79
2020-02-26 17:40:00,2.74
2020-02-26 17:50:00,2.74
2020-02-26 18:00:00,2.6
2020-02-26 18:10:00,2.32
2020-02-26 18:20:00,2.17
2020-02-26 18:30:00,2.02
2020-02-26 18:40:00,1.85
2020-02-26 18:50:00,1.69
2020-02-26 19:00:00,1.59
2020-02-26 19:10:00,1.39
2020-02-26 19:20:00,1.33
2020-02-26 19:30:00,1.45
2020-02-26 19:40:00,1.6
2020-02-26 19:50:00,1.69
2020-02-26 20:00:00,1.74
2020-02-26 20:10:00,1.68
2020-02-26 20:20:00,1.64
2020-02-26 20:30:00,1.66
2020-02-26 20:40:00,1.91
2020-02-26 20:50:00,2.09
2020-02-26 21:00:00,2.25
2020-02-26 21:10:00,2.28
2020-02-26 21:20:00,2.05
2020-02-26 21:30:00,1.92
2020-02-26 21:40:00,1.72
2020-02-26 21:50:00,1.52
2020-02-26 22:00:00,1.63
2020-02-26 22:10:00,1.67
2020-02-26 22:20:00,1.8
2020-02-26 22:30:00,1.83
2020-02-26 22:40:00,1.92
2020-02-26 22:50:00,2.12
2020-02-26 23:00:00,2.19
2020-02-26 23:10:00,2.28
2020-02-26 23:20:00,2.32
2020-02-26 23:30:00,2.27
2020-02-26 23:40:00,2.21
2020-02-26 23:50:00,1.88
2020-02-27 00:00:00,1.62
2020-02-27 00:10:00,1.55
2020-02-27 00:20:00,1.67
2020-02-27 00:30:00,1.81
2020-02-27 00:40:00,1.91
2020-02-27 00:50:00,2.02
2020-02-27 01:00:00,2.0
2020-02-27 01:10:00,1.96
2020-02-27 01:20:00,1.97
2020-02-27 01:30:00,1.94
2020-02-27 01:40:00,1.88
2020-02-27 01:50:00,1.9
2020-02-27 02:00:00,1.9
2020-02-27 02:10:00,1.87
2020-02-27 02:20:00,1.87
2020-02-27 02:30:00,1.79
2020-02-27 02:40:00,1.81
2020-02-27 02:50:00,1.78
2020-02-27 03:00:00,1.63
2020-02-27 03:10:00,1.62
2020-02-27 03:20:00,1.54
2020-02-27 03:30:00,1.6
2020-02-27 03:40:00,1.61
2020-02-27 03:50:00,1.56
2020-02-27 04:00:00,1.53
2020-02-27 04:10:00,1.47
2020-02-27 04:20:00,1.46
2020-02-27 04:30:00,1.51
2020-02-27 04:40:00,1.58
2020-02-27 04:50:00,1.59
2020-02-27 05:00:00,1.49
2020-02-27 05:10:00,1.45
2020-02-27 05:20:00,1.31
2020-02-27 05:30:00,1.33
2020-02-27 05:40:00,1.42
2020-02-27 05:50:00,1.57
2020-02-27 06:00:00,1.58
2020-02-27 06:10:00,1.39
2020-02-27 06:20:00,1.23
2020-02-27 06:30:00,1.12
2020-02-27 06:40:00,1.08
2020-02-27 06:50:00,1.21
2020-02-27 07:00:00,1.3
2020-02-27 07:10:00,1.35
2020-02-27 07:20:00,1.45
2020-02-27 07:30:00,1.48
2020-02-27 07:40:00,1.59
2020-02-27 07:50:00,1.6
2020-02-27 08:00:00,1.6
2020-02-27 08:10:00,1.59
2020-02-27 08:20:00,1.64
2020-02-27 08:30:00,1.77
2020-02-27 08:40:00,1.86
2020-02-27 08:50:00,1.98
2020-02-27 09:00:00,2.07
2020-02-27 09:10:00,2.23
2020-02-27 09:20:00,2.42
2020-02-27 09:30:00,2.61
2020-02-27 09:40:00,2.74
2020-02-27 09:50:00,2.75
2020-02-27 10:00:00,2.93
2020-02-27 10:10:00,3.04
2020-02-27 10:20:00,3.24
2020-02-27 10:30:00,3.37
2020-02-27 10:40:00,3.37
2020-02-27 10:50:00,3.47
2020-02-27 11:00:00,3.58
2020-02-27 11:10:00,3.87
2020-02-27 11:20:00,3.88
2020-02-27 11:30:00,3.8
2020-02-27 11:40:00,3.64
2020-02-27 11:50:00,3.58
2020-02-27 12:00:00,3.86
2020-02-27 12:10:00,3.92
2020-02-27 12:20:00,3.77
2020-02-27 12:30:00,4.14
2020-02-27 12:40:00,4.44
2020-02-27 12:50:00,4.58
2020-02-27 13:00:00,4.59
2020-02-27 13:10:00,4.65
2020-02-27 13:20:00,4.67
2020-02-27 13:30:00,4.5
2020-02-27 13:40:00,4.48
2020-02-27 13:50:00,4.5
2020-02-27 14:00:00,4.6
2020-02-27 14:10:00,4.68
2020-02-27 14:20:00,4.77
2020-02-27 14:30:00,4.62
2020-02-27 14:40:00,4.57
2020-02-27 14:50:00,4.39
2020-02-27 15:00:00,4.25
2020-02-27 15:10:00,3.99
2020-02-27 15:20:00,3.91
2020-02-27 15:30:00,3.9
2020-02-27 15:40:00,3.96
2020-02-27 15:50:00,3.99
2020-02-27 16:00:00,3.94
2020-02-27 16:10:00,3.87
2020-02-27 16:20:00,3.8
2020-02-27 16:30:00,3.75
2020-02-27 16:40:00,3.75
2020-02-27 16:50:00,3.92
2020-02-27 17:00:00,3.77
2020-02-27 17:10:00,3.05
2020-02-27 17:20:00,2.52
2020-02-27 17:30:00,1.48
2020-02-27 17:40:00,0.78
2020-02-27 17:50:00,0.92
2020-02-27 18:00:00,1.09
2020-02-27 18:10:00,0.97
2020-02-27 18:20:00,0.82
2020-02-27 18:30:00,0.81
2020-02-27 18:40:00,0.76
2020-02-27 18:50:00,0.85
2020-02-27 19:00:00,1.06
2020-02-27 19:10:00,1.0
2020-02-27 19:20:00,0.8
2020-02-27 19:30:00,0.65
2020-02-27 19:40:00,0.57
2020-02-27 19:50:00,0.52
2020-02-27 20:00:00,0.46
2020-02-27 20:10:00,0.43
2020-02-27 20:20:00,0.32
2020-02-27 20:30:00,0.21
2020-02-27 20:40:00,0.2
2020-02-27 20:50:00,0.21
2020-02-27 21:00:00,0.27
2020-02-27 21:10:00,0.29
2020-02-27 21:20:00,0.33
2020-02-27 21:30:00,0.32
2020-02-27 21:40:00,0.27
2020-02-27 21:50:00,0.27
2020-02-27 22:00:00,0.35
2020-02-27 22:10:00,0.34
2020-02-27 22:20:00,0.33
2020-02-27 22:30:00,0.28
2020-02-27 22:40:00,0.27
2020-02-27 22:50:00,0.34
2020-02-27 23:00:00,0.34
2020-02-27 23:10:00,0.32
2020-02-27 23:20:00,0.27
2020-02-27 23:30:00,0.25
2020-02-27 23:40:00,0.21
2020-02-27 23:50:00,0.21
2020-02-28 00:00:00,0.21
2020-02-28 00:10:00,0.24
2020-02-28 00:20:00,0.28
2020-02-28 00:30:00,0.28
2020-02-28 00:40:00,0.27
2020-02-28 00:50:00,0.3
2020-02-28 01:00:00,0.27
2020-02-28 01:10:00,0.33
2020-02-28 01:20:00,0.41
2020-02-28 01:30:00,0.45
2020-02-28 01:40:00,0.5
2020-02-28 01:50:00,0.54
2020-02-28 02:00:00,0.58
2020-02-28 02:10:00,0.61
2020-02-28 02:20:00,0.61
2020-02-28 02:30:00,0.67
2020-02-28 02:40:00,0.71
2020-02-28 02:50:00,0.76
2020-02-28 03:00:00,0.83
2020-02-28 03:10:00,0.82
2020-02-28 03:20:00,0.81
2020-02-28 03:30:00,0.75
2020-02-28 03:40:00,0.68
2020-02-28 03:50:00,0.62
2020-02-28 04:00:00,0.57
2020-02-28 04:10:00,0.59
2020-02-28 04:20:00,0.74
2020-02-28 04:30:00,0.85
2020-02-28 04:40:00,0.92
2020-02-28 04:50:00,0.88
2020-02-28 05:00:00,0.94
2020-02-28 05:10:00,0.92
2020-02-28 05:20:00,0.88
2020-02-28 05:30:00,0.94
2020-02-28 05:40:00,1.01
2020-02-28 05:50:00,1.01
2020-02-28 06:00:00,1.02
2020-02-28 06:10:00,1.06
2020-02-28 06:20:00,1.08
2020-02-28 06:30:00,1.08
2020-02-28 06:40:00,1.09
2020-02-28 06:50:00,1.14
2020-02-28 07:00:00,1.17
2020-02-28 07:10:00,1.05
2020-02-28 07:20:00,1.01
2020-02-28 07:30:00,1.05
2020-02-28 07:40:00,1.04
2020-02-28 07:50:00,1.01
2020-02-28 08:00:00,1.22
2020-02-28 08:10:00,1.45
2020-02-28 08:20:00,1.41
2020-02-28 08:30:00,1.41
2020-02-28 08:40:00,1.56
2020-02-28 08:50:00,1.77
2020-02-28 09:00:00,1.92
2020-02-28 09:10:00,2.02
2020-02-28 09:20:00,2.19
2020-02-28 09:30:00,2.36
2020-02-28 09:40:00,2.42
2020-02-28 09:50:00,2.51
2020-02-28 10:00:00,2.59
2020-02-28 10:10:00,2.6
2020-02-28 10:20:00,2.7
2020-02-28 10:30:00,2.93
2020-02-28 10:40:00,3.38
2020-02-28 10:50:00,3.7
2020-02-28 11:00:00,3.69
2020-02-28 11:10:00,3.68
2020-02-28 11:20:00,3.68
2020-02-28 11:30:00,3.75
2020-02-28 11:40:00,3.78
2020-02-28 11:50:00,3.54
2020-02-28 12:00:00,3.51
2020-02-28 12:10:00,3.57
2020-02-28 12:20:00,3.75
2020-02-28 12:30:00,4.18
2020-02-28 12:40:00,4.3
2020-02-28 12:50:00,4.52
2020-02-28 13:00:00,4.52
2020-02-28 13:10:00,4.36
2020-02-28 13:20:00,4.31
2020-02-28 13:30:00,4.18
2020-02-28 13:40:00,4.13
2020-02-28 13:50:00,4.15
2020-02-28 14:00:00,4.39
2020-02-28 14:10:00,4.56
2020-02-28 14:20:00,4.47
2020-02-28 14:30:00,4.48
2020-02-28 14:40:00,4.65
2020-02-28 14:50:00,4.49
2020-02-28 15:00:00,4.95
2020-02-28 15:10:00,4.64
2020-02-28 15:20:00,4.27
2020-02-28 15:30:00,4.28
2020-02-28 15:40:00,4.14
2020-02-28 15:50:00,4.0
2020-02-28 16:00:00,4.01
2020-02-28 16:10:00,3.96
2020-02-28 16:20:00,3.94
2020-02-28 16:30:00,3.87
2020-02-28 16:40:00,3.79
2020-02-28 16:50:00,3.86
2020-02-28 17:00:00,3.87
2020-02-28 17:10:00,3.77
2020-02-28 17:20:00,3.6
2020-02-28 17:30:00,3.43
2020-02-28 17:40:00,3.29
2020-02-28 17:50:00,3.15
2020-02-28 18:00:00,2.99
2020-02-28 18:10:00,2.9
2020-02-28 18:20:00,2.79
2020-02-28 18:30:00,2.46
2020-02-28 18:40:00,2.3
2020-02-28 18:50:00,2.23
2020-02-28 19:00:00,2.16
2020-02-28 19:10:00,1.86
2020-02-28 19:20:00,1.8
2020-02-28 19:30:00,1.76
2020-02-28 19:40:00,1.63
2020-02-28 19:50:00,1.73
2020-02-28 20:00:00,1.84
2020-02-28 20:10:00,1.96
2020-02-28 20:20:00,2.14
2020-02-28 20:30:00,2.15
2020-02-28 20:40:00,2.2
2020-02-28 20:50:00,2.27
2020-02-28 21:00:00,2.34
2020-02-28 21:10:00,2.4
2020-02-28 21:20:00,2.5
2020-02-28 21:30:00,2.6
2020-02-28 21:40:00,2.65
2020-02-28 21:50:00,2.68
2020-02-28 22:00:00,2.67
2020-02-28 22:10:00,2.73
2020-02-28 22:20:00,2.81
2020-02-28 22:30:00,2.87
2020-02-28 22:40:00,3.14
2020-02-28 22:50:00,3.22
2020-02-28 23:00:00,3.25
2020-02-28 23:10:00,3.75
2020-02-28 23:20:00,4.17
2020-02-28 23:30:00,4.16
2020-02-28 23:40:00,4.08
2020-02-28 23:50:00,3.98
2020-02-29 00:00:00,3.85
2020-02-29 00:10:00,3.7
2020-02-29 00:20:00,2.84
2020-02-29 00:30:00,1.77
2020-02-29 00:40:00,1.22
2020-02-29 00:50:00,0.91
2020-02-29 01:00:00,0.65
2020-02-29 01:10:00,0.34
2020-02-29 01:20:00,0.26
2020-02-29 01:30:00,0.38
2020-02-29 01:40:00,0.51
2020-02-29 01:50:00,0.62
2020-02-29 02:00:00,0.82
2020-02-29 02:10:00,1.0
2020-02-29 02:20:00,1.11
2020-02-29 02:30:00,1.3
2020-02-29 02:40:00,1.47
2020-02-29 02:50:00,1.6
2020-02-29 03:00:00,1.72
2020-02-29 03:10:00,1.82
2020-02-29 03:20:00,1.88
2020-02-29 03:30:00,1.97
2020-02-29 03:40:00,2.1
2020-02-29 03:50:00,2.23
2020-02-29 04:00:00,2.32
2020-02-29 04:10:00,2.38
2020-02-29 04:20:00,2.51
2020-02-29 04:30:00,2.61
2020-02-29 04:40:00,2.69
2020-02-29 04:50:00,2.68
2020-02-29 05:00:00,2.72
2020-02-29 05:10:00,2.79
2020-02-29 05:20:00,2.9
2020-02-29 05:30:00,3.05
2020-02-29 05:40:00,3.1
2020-02-29 05:50:00,3.19
2020-02-29 06:00:00,3.34
2020-02-29 06:10:00,3.51
2020-02-29 06:20:00,3.53
2020-02-29 06:30:00,3.47
2020-02-29 06:40:00,3.44
2020-02-29 06:50:00,3.35
2020-02-29 07:00:00,3.33
2020-02-29 07:10:00,3.35
2020-02-29 07:20:00,3.4
2020-02-29 07:30:00,3.5
2020-02-29 07:40:00,3.61
2020-02-29 07:50:00,3.78
2020-02-29 08:00:00,3.94
2020-02-29 08:10:00,4.03
2020-02-29 08:20:00,4.11
2020-02-29 08:30:00,4.21
2020-02-29 08:40:00,4.27
2020-02-29 08:50:00,4.34
2020-02-29 09:00:00,4.4
2020-02-29 09:10:00,4.35
2020-02-29 09:20:00,4.38
2020-02-29 09:30:00,4.53
2020-02-29 09:40:00,4.76
2020-02-29 09:50:00,5.19
2020-02-29 10:00:00,5.71
2020-02-29 10:10:00,6.14
2020-02-29 10:20:00,6.47
2020-02-29 10:30:00,6.74
2020-02-29 10:40:00,7.04
2020-02-29 10:50:00,7.2
2020-02-29 11:00:00,7.59
2020-02-29 11:10:00,7.72
2020-02-29 11:20:00,7.72
2020-02-29 11:30:00,7.63
2020-02-29 11:40:00,7.54
2020-02-29 11:50:00,7.54
2020-02-29 12:00:00,7.74
2020-02-29 12:10:00,7.98
2020-02-29 12:20:00,8.2
2020-02-29 12:30:00,8.64
2020-02-29 12:40:00,8.75
2020-02-29 12:50:00,8.89
2020-02-29 13:00:00,9.05
2020-02-29 13:10:00,9.46
2020-02-29 13:20:00,9.69
2020-02-29 13:30:00,9.79
2020-02-29 13:40:00,9.94
2020-02-29 13:50:00,10.01
2020-02-29 14:00:00,10.12
2020-02-29 14:10:00,10.15
2020-02-29 14:20:00,10.23
2020-02-29 14:30:00,10.49
2020-02-29 14:40:00,11.02
2020-02-29 14:50:00,10.99
2020-02-29 15:00:00,10.81
2020-02-29 15:10:00,10.71
2020-02-29 15:20:00,10.7
2020-02-29 15:30:00,10.75
2020-02-29 15:40:00,11.0
2020-02-29 15:50:00,11.1
2020-02-29 16:00:00,10.99
2020-02-29 16:10:00,10.87
2020-02-29 16:20:00,10.86
2020-02-29 16:30:00,10.81
2020-02-29 16:40:00,10.86
2020-02-29 16:50:00,10.88
2020-02-29 17:00:00,10.95
2020-02-29 17:10:00,11.05
2020-02-29 17:20:00,11.01
2020-02-29 17:30:00,10.83
2020-02-29 17:40:00,10.53
2020-02-29 17:50:00,10.19
2020-02-29 18:00:00,9.99
2020-02-29 18:10:00,9.92
2020-02-29 18:20:00,9.87
2020-02-29 18:30:00,9.85
2020-02-29 18:40:00,9.95
2020-02-29 18:50:00,9.95
2020-02-29 19:00:00,10.02
2020-02-29 19:10:00,10.24
2020-02-29 19:20:00,10.32
2020-02-29 19:30:00,9.96
2020-02-29 19:40:00,9.38
2020-02-29 19:50:00,8.77
2020-02-29 20:00:00,8.21
2020-02-29 20:10:00,7.94
2020-02-29 20:20:00,7.94
2020-02-29 20:30:00,7.94
2020-02-29 20:40:00,8.0
2020-02-29 20:50:00,7.97
2020-02-29 21:00:00,8.03
2020-02-29 21:10:00,8.13
2020-02-29 21:20:00,8.14
2020-02-29 21:30:00,8.05
2020-02-29 21:40:00,7.98
2020-02-29 21:50:00,7.9
2020-02-29 22:00:00,7.71
2020-02-29 22:10:00,7.49
2020-02-29 22:20:00,7.43
2020-02-29 22:30:00,7.22
2020-02-29 22:40:00,7.01
2020-02-29 22:50:00,6.85
2020-02-29 23:00:00,6.63
2020-02-29 23:10:00,6.32
2020-02-29 23:20:00,6.01
2020-02-29 23:30:00,5.79
2020-02-29 23:40:00,5.85
2020-02-29 23:50:00,5.86
2020-03-01 00:00:00,5.85
2020-03-01 00:10:00,5.8
2020-03-01 00:20:00,5.67
2020-03-01 00:30:00,5.5
2020-03-01 00:40:00,5.31
2020-03-01 00:50:00,5.36
2020-03-01 01:00:00,5.5
2020-03-01 01:10:00,5.69
2020-03-01 01:20:00,5.63
2020-03-01 01:30:00,5.56
2020-03-01 01:40:00,5.5
2020-03-01 01:50:00,5.62
2020-03-01 02:00:00,5.59
2020-03-01 02:10:00,5.46
2020-03-01 02:20:00,5.38
2020-03-01 02:30:00,5.34
2020-03-01 02:40:00,5.33
2020-03-01 02:50:00,5.22
2020-03-01 03:00:00,4.86
2020-03-01 03:10:00,4.81
2020-03-01 03:20:00,5.09
2020-03-01 03:30:00,5.44
2020-03-01 03:40:00,5.57
2020-03-01 03:50:00,5.67
2020-03-01 04:00:00,5.66
2020-03-01 04:10:00,5.66
2020-03-01 04:20:00,5.8
2020-03-01 04:30:00,5.99
2020-03-01 04:40:00,5.88
2020-03-01 04:50:00,5.82
2020-03-01 05:00:00,5.89
2020-03-01 05:10:00,5.98
2020-03-01 05:20:00,6.2
2020-03-01 05:30:00,6.24
2020-03-01 05:40:00,6.18
2020-03-01 05:50:00,6.15
2020-03-01 06:00:00,6.22
2020-03-01 06:10:00,6.3
2020-03-01 06:20:00,6.44
2020-03-01 06:30:00,6.47
2020-03-01 06:40:00,6.39
2020-03-01 06:50:00,6.39
2020-03-01 07:00:00,6.01
2020-03-01 07:10:00,6.06
2020-03-01 07:20:00,6.22
2020-03-01 07:30:00,6.5
2020-03-01 07:40:00,6.72
2020-03-01 07:50:00,6.82
2020-03-01 08:00:00,6.98
2020-03-01 08:10:00,7.03
2020-03-01 08:20:00,7.17
2020-03-01 08:30:00,7.5
2020-03-01 08:40:00,7.61
2020-03-01 08:50:00,7.24
2020-03-01 09:00:00,7.14
2020-03-01 09:10:00,7.33
2020-03-01 09:20:00,7.39
2020-03-01 09:30:00,7.32
2020-03-01 09:40:00,7.44
2020-03-01 09:50:00,7.6
2020-03-01 10:00:00,7.72
2020-03-01 10:10:00,7.74
2020-03-01 10:20:00,7.88
2020-03-01 10:30:00,7.89
2020-03-01 10:40:00,7.63
2020-03-01 10:50:00,7.3
2020-03-01 11:00:00,7.63
2020-03-01 11:10:00,8.15
2020-03-01 11:20:00,8.59
2020-03-01 11:30:00,8.87
2020-03-01 11:40:00,8.85
2020-03-01 11:50:00,8.84
2020-03-01 12:00:00,8.76
2020-03-01 12:10:00,8.83
2020-03-01 12:20:00,9.3
2020-03-01 12:30:00,9.53
2020-03-01 12:40:00,9.49
2020-03-01 12:50:00,9.72
2020-03-01 13:00:00,9.96
2020-03-01 13:10:00,9.62
2020-03-01 13:20:00,9.84
2020-03-01 13:30:00,9.82
2020-03-01 13:40:00,10.02
2020-03-01 13:50:00,10.21
2020-03-01 14:00:00,10.32
2020-03-01 14:10:00,10.44
2020-03-01 14:20:00,10.51
2020-03-01 14:30:00,10.42
2020-03-01 14:40:00,10.5
2020-03-01 14:50:00,10.47
2020-03-01 15:00:00,10.78
2020-03-01 15:10:00,10.88
2020-03-01 15:20:00,10.73
2020-03-01 15:30:00,10.67
2020-03-01 15:40:00,10.45
2020-03-01 15:50:00,10.56
2020-03-01 16:00:00,10.47
2020-03-01 16:10:00,10.12
2020-03-01 16:20:00,10.12
2020-03-01 16:30:00,9.95
2020-03-01 16:40:00,9.79
2020-03-01 16:50:00,9.71
2020-03-01 17:00:00,9.61
2020-03-01 17:10:00,9.5
2020-03-01 17:20:00,9.38
2020-03-01 17:30:00,9.24
2020-03-01 17:40:00,9.1
2020-03-01 17:50:00,8.92
2020-03-01 18:00:00,8.8
2020-03-01 18:10:00,8.62
2020-03-01 18:20:00,8.33
2020-03-01 18:30:00,8.15
2020-03-01 18:40:00,7.92
2020-03-01 18:50:00,7.73
2020-03-01 19:00:00,7.62
2020-03-01 19:10:00,7.58
2020-03-01 19:20:00,7.55
2020-03-01 19:30:00,7.6
2020-03-01 19:40:00,7.52
2020-03-01 19:50:00,7.33
2020-03-01 20:00:00,7.17
2020-03-01 20:10:00,6.4
2020-03-01 20:20:00,6.07
2020-03-01 20:30:00,5.93
2020-03-01 20:40:00,5.72
2020-03-01 20:50:00,5.75
2020-03-01 21:00:00,5.96
2020-03-01 21:10:00,5.84
2020-03-01 21:20:00,5.9
2020-03-01 21:30:00,6.01
2020-03-01 21:40:00,5.99
2020-03-01 21:50:00,5.91
2020-03-01 22:00:00,5.94
2020-03-01 22:10:00,5.88
2020-03-01 22:20:00,5.83
2020-03-01 22:30:00,5.89
2020-03-01 22:40:00,5.93
2020-03-01 22:50:00,5.94
2020-03-01 23:00:00,6.0
2020-03-01 23:10:00,6.15
2020-03-01 23:20:00,6.61
2020-03-01 23:30:00,6.99
2020-03-01 23:40:00,6.86
2020-03-01 23:50:00,6.46
2020-03-02 00:00:00,6.14
2020-03-02 00:10:00,6.2
2020-03-02 00:20:00,6.66
2020-03-02 00:30:00,7.03
2020-03-02 00:40:00,7.13
2020-03-02 00:50:00,7.08
2020-03-02 01:00:00,7.07
2020-03-02 01:10:00,7.07
2020-03-02 01:20:00,7.04
2020-03-02 01:30:00,7.0
2020-03-02 01:40:00,7.01
2020-03-02 01:50:00,6.93
2020-03-02 02:00:00,6.87
2020-03-02 02:10:00,6.86
2020-03-02 02:20:00,6.94
2020-03-02 02:30:00,7.17
2020-03-02 02:40:00,7.19
2020-03-02 02:50:00,6.84
2020-03-02 03:00:00,6.43
2020-03-02 03:10:00,6.09
2020-03-02 03:20:00,5.85
2020-03-02 03:30:00,5.6
2020-03-02 03:40:00,5.34
2020-03-02 03:50:00,5.15
2020-03-02 04:00:00,5.07
2020-03-02 04:10:00,4.97
2020-03-02 04:20:00,4.81
2020-03-02 04:30:00,4.71
2020-03-02 04:40:00,4.61
2020-03-02 04:50:00,4.57
2020-03-02 05:00:00,4.44
2020-03-02 05:10:00,4.35
2020-03-02 05:20:00,4.27
2020-03-02 05:30:00,4.1
2020-03-02 05:40:00,3.73
2020-03-02 05:50:00,3.11
2020-03-02 06:00:00,2.83
2020-03-02 06:10:00,2.97
2020-03-02 06:20:00,3.08
2020-03-02 06:30:00,3.24
2020-03-02 06:40:00,3.31
2020-03-02 06:50:00,3.34
2020-03-02 07:00:00,3.32
2020-03-02 07:10:00,3.25
2020-03-02 07:20:00,3.15
2020-03-02 07:30:00,2.99
2020-03-02 07:40:00,3.15
2020-03-02 07:50:00,3.89
2020-03-02 08:00:00,4.22
2020-03-02 08:10:00,4.51
2020-03-02 08:20:00,4.65
2020-03-02 08:30:00,4.75
2020-03-02 08:40:00,4.65
2020-03-02 08:50:00,5.12
2020-03-02 09:00:00,5.12
2020-03-02 09:10:00,5.06
2020-03-02 09:20:00,5.07
2020-03-02 09:30:00,4.96
2020-03-02 09:40:00,5.16
2020-03-02 09:50:00,5.51
2020-03-02 10:00:00,5.42
2020-03-02 10:10:00,5.54
2020-03-02 10:20:00,5.66
2020-03-02 10:30:00,5.72
2020-03-02 10:40:00,5.82
2020-03-02 10:50:00,5.68
2020-03-02 11:00:00,5.48
2020-03-02 11:10:00,5.9
2020-03-02 11:20:00,6.18
2020-03-02 11:30:00,6.39
2020-03-02 11:40:00,6.97
2020-03-02 11:50:00,7.16
2020-03-02 12:00:00,7.65
2020-03-02 12:10:00,7.91
2020-03-02 12:20:00,8.12
2020-03-02 12:30:00,8.25
2020-03-02 12:40:00,8.11
2020-03-02 12:50:00,8.11
2020-03-02 13:00:00,8.68
2020-03-02 13:10:00,9.09
2020-03-02 13:20:00,8.89
2020-03-02 13:30:00,9.01
2020-03-02 13:40:00,9.23
2020-03-02 13:50:00,9.43
2020-03-02 14:00:00,9.65
2020-03-02 14:10:00,9.7
2020-03-02 14:20:00,9.65
2020-03-02 14:30:00,9.66
2020-03-02 14:40:00,9.57
2020-03-02 14:50:00,9.65
2020-03-02 15:00:00,9.85
2020-03-02 15:10:00,10.2
2020-03-02 15:20:00,10.24
2020-03-02 15:30:00,10.22
2020-03-02 15:40:00,10.43
2020-03-02 15:50:00,10.3
2020-03-02 16:00:00,10.25
2020-03-02 16:10:00,10.23
2020-03-02 16:20:00,10.11
2020-03-02 16:30:00,9.97
2020-03-02 16:40:00,9.93
2020-03-02 16:50:00,9.99
2020-03-02 17:00:00,10.01
2020-03-02 17:10:00,9.96
2020-03-02 17:20:00,9.77
2020-03-02 17:30:00,9.7
2020-03-02 17:40:00,9.56
2020-03-02 17:50:00,9.47
2020-03-02 18:00:00,9.2
2020-03-02 18:10:00,9.05
2020-03-02 18:20:00,8.93
2020-03-02 18:30:00,8.77
2020-03-02 18:40:00,8.64
2020-03-02 18:50:00,8.32
2020-03-02 19:00:00,8.14
2020-03-02 19:10:00,8.13
2020-03-02 19:20:00,7.98
2020-03-02 19:30:00,7.8
2020-03-02 19:40:00,7.65
2020-03-02 19:50:00,7.45
2020-03-02 20:00:00,7.31
2020-03-02 20:10:00,7.26
2020-03-02 20:20:00,7.15
